Rk,Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,G+A-PK,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,PK_stats_shooting,PKatt_stats_shooting,Crs,TklW,Int,Fld,CrdY_stats_misc,CrdR_stats_misc,2CrdY,Fls,OG,GA,GA90,SoTA,Saves,Save%,W,D,L,CS,CS%,PKatt_stats_keeper,PKA,PKsv,PKm
1595,Kobbie Mainoo,eng ENG,MF,Manchester Utd,eng Premier League,20.0,2005,28,16,1662,18.5,1,2,3,1,0,0,2,0,0.16,13,3,23.1,0.70,0.16,0.08,0.33,0,0,13,20,19,22,2,0,0,12,0,,,,,,,,,,,,,,
1596,Ainsley Maitland-Niles,eng ENG,"DF,MF",Lyon,fr Ligue 1,27.0,1997,30,28,2483,27.6,1,4,5,1,0,1,7,1,0.18,14,7,50.0,0.51,0.25,0.07,0.14,0,1,44,36,33,12,7,1,1,37,0,,,,,,,,,,,,,,
1597,Radosław Majecki,pl POL,GK,Brest,fr Ligue 1,25.0,1999,10,10,864,9.6,0,0,0,0,0,0,0,1,0.00,0,0,,0.00,0.00,,,0,0,0,0,0,1,0,1,0,1,0,18,1.87,43,26,60.5,1,4,5,3,30.0,1,1,0,0
1598,Lovro Majer,hr CRO,MF,Wolfsburg,de Bundesliga,27.0,1998,28,16,1371,15.2,2,3,5,2,0,0,5,0,0.33,27,6,22.2,1.77,0.39,0.07,0.33,0,0,28,18,8,22,5,0,0,30,0,,,,,,,,,,,,,,
1599,Hamidou Makalou,ml MLI,MF,Brest,fr Ligue 1,19.0,2006,17,2,341,3.8,0,0,0,0,0,0,0,0,0.00,4,1,25.0,1.06,0.26,0.00,0.00,0,0,14,5,5,4,0,0,0,1,0,,,,,,,,,,,,,,
1600,Jean-Victor Makengo,fr FRA,MF,Lorient,fr Ligue 1,27.0,1998,31,23,1800,20.0,4,2,6,4,0,0,2,0,0.30,39,14,35.9,1.95,0.70,0.10,0.29,0,0,18,16,14,35,2,0,0,12,1,,,,,,,,,,,,,,
1601,Jordy Makengo,fr FRA,DF,Freiburg,de Bundesliga,23.0,2001,20,12,1178,13.1,0,1,1,0,0,0,1,0,0.08,0,0,,0.00,0.00,,,0,0,32,10,14,9,1,0,0,10,0,,,,,,,,,,,,,,
1602,Andrija Maksimović,rs SRB,FW,RB Leipzig,de Bundesliga,18.0,2007,8,0,93,1.0,0,0,0,0,0,0,0,0,0.00,2,0,0.0,1.94,0.00,0.00,,0,0,2,0,0,2,0,0,0,1,0,,,,,,,,,,,,,,
1603,Said El Mala,de GER,"FW,MF",Köln,de Bundesliga,18.0,2006,34,20,1956,21.7,13,4,17,12,1,1,4,0,0.74,74,30,40.5,3.40,1.38,0.16,0.40,1,1,39,14,8,23,4,0,0,15,0,,,,,,,,,,,,,,
1604,Tyrell Malacia,nl NED,DF,Manchester Utd,eng Premier League,25.0,1999,3,0,18,0.2,0,0,0,0,0,0,0,0,0.00,0,0,,0.00,0.00,,,0,0,0,1,0,0,0,0,0,0,0,,,,,,,,,,,,,,
1605,Julián Malatini,ar ARG,DF,Werder Bremen,de Bundesliga,24.0,2001,11,5,516,5.7,0,0,0,0,0,0,3,0,0.00,2,0,0.0,0.35,0.00,0.00,,0,0,5,6,6,1,3,0,0,7,0,,,,,,,,,,,,,,
1606,Daniel Maldini,it ITA,FW,Lazio,it Serie A,23.0,2001,12,9,687,7.6,2,1,3,2,0,0,0,0,0.39,15,5,33.3,1.97,0.66,0.13,0.40,0,0,1,9,4,20,0,0,0,14,0,,,,,,,,,,,,,,
1607,Daniel Maldini,it ITA,MF,Atalanta,it Serie A,23.0,2001,9,3,264,2.9,0,0,0,0,0,0,1,0,0.00,8,2,25.0,2.73,0.68,0.00,0.00,0,0,10,2,0,7,1,0,0,4,0,,,,,,,,,,,,,,
1608,Youssef Maleh,ma MAR,MF,Cremonese,it Serie A,26.0,1998,14,14,1100,12.2,1,0,1,1,0,0,2,1,0.08,15,3,20.0,1.23,0.25,0.07,0.33,0,0,41,11,9,10,2,1,0,27,0,,,,,,,,,,,,,,
1609,Youssef Maleh,ma MAR,MF,Lecce,it Serie A,26.0,1998,9,5,460,5.1,0,0,0,0,0,0,2,0,0.00,7,1,14.3,1.37,0.20,0.00,0.00,0,0,12,4,7,8,2,0,0,9,0,,,,,,,,,,,,,,
1610,Donyell Malen,nl NED,"FW,MF",Aston Villa,eng Premier League,26.0,1999,21,5,656,7.3,4,1,5,4,0,0,0,0,0.69,27,9,33.3,3.70,1.23,0.15,0.44,0,0,7,2,0,6,0,0,0,2,0,,,,,,,,,,,,,,
1611,Donyell Malen,nl NED,FW,Roma,it Serie A,26.0,1999,18,18,1467,16.3,14,2,16,11,3,4,1,0,0.80,70,31,44.3,4.29,1.90,0.16,0.35,3,4,6,3,3,17,1,0,0,12,0,,,,,,,,,,,,,,
1612,Ruslan Malinovskyi,ua UKR,MF,Genoa,it Serie A,32.0,1993,34,28,2235,24.8,6,3,9,3,3,3,10,0,0.24,55,15,27.3,2.21,0.60,0.05,0.20,3,3,68,19,16,26,10,0,0,36,0,,,,,,,,,,,,,,
1613,Lennard Maloney,us USA,"DF,MF",Mainz 05,de Bundesliga,25.0,1999,21,4,485,5.4,0,0,0,0,0,0,1,0,0.00,5,1,20.0,0.93,0.19,0.00,0.00,0,0,2,8,8,3,1,0,0,13,0,,,,,,,,,,,,,,
1614,Pape Mamadou Sy,sn SEN,GK,Metz,fr Ligue 1,28.0,1997,8,8,706,7.8,0,0,0,0,0,0,0,0,0.00,0,0,,0.00,0.00,,,0,0,0,0,0,4,0,0,0,0,0,20,2.55,48,29,60.4,0,3,5,2,25.0,1,1,0,0
1615,Giorgi Mamardashvili,ge GEO,GK,Liverpool,eng Premier League,24.0,2000,10,10,867,9.6,0,0,0,0,0,0,0,0,0.00,0,0,,0.00,0.00,,,0,0,0,1,1,2,0,0,0,1,0,18,1.87,49,33,65.3,3,1,6,2,20.0,2,1,1,0
1616,Felix Mambimbi,ch SUI,"FW,MF",Le Havre,fr Ligue 1,24.0,2001,17,7,530,5.9,1,0,1,1,0,0,1,0,0.17,6,2,33.3,1.02,0.34,0.17,0.50,0,0,5,10,4,4,1,0,0,16,0,,,,,,,,,,,,,,
1617,Aitor Mañas,es ESP,FW,Alavés,es La Liga,22.0,2003,9,0,122,1.4,0,0,0,0,0,0,0,0,0.00,2,1,50.0,1.48,0.74,0.00,0.00,0,0,0,2,1,1,0,0,0,2,0,,,,,,,,,,,,,,
1618,Gianluca Mancini,it ITA,DF,Roma,it Serie A,29.0,1996,36,36,3059,34.0,4,2,6,4,0,0,9,0,0.18,20,8,40.0,0.59,0.24,0.20,0.50,0,0,29,28,47,42,9,0,0,71,0,,,,,,,,,,,,,,
1619,Reinildo Mandava,mz MOZ,DF,Sunderland,eng Premier League,31.0,1994,25,23,1966,21.8,0,1,1,0,0,0,7,1,0.05,4,0,0.0,0.18,0.00,0.00,,0,0,23,23,29,35,7,1,0,32,0,,,,,,,,,,,,,,
1620,Aïssa Mandi,dz ALG,DF,Lille,fr Ligue 1,33.0,1991,29,28,2424,26.9,1,0,1,1,0,0,8,0,0.04,14,4,28.6,0.52,0.15,0.07,0.25,0,0,10,21,44,17,8,0,0,17,0,,,,,,,,,,,,,,
1621,Rolando Mandragora,it ITA,MF,Fiorentina,it Serie A,28.0,1997,34,30,2421,26.9,7,3,10,6,1,1,7,0,0.33,64,18,28.1,2.38,0.67,0.09,0.33,1,1,69,24,15,56,7,0,0,37,0,,,,,,,,,,,,,,
1622,Filippo Mane,it ITA,DF,Dortmund,de Bundesliga,20.0,2005,4,2,131,1.5,0,0,0,0,0,0,0,1,0.00,0,0,,0.00,0.00,,,0,0,1,0,2,2,0,1,0,1,0,,,,,,,,,,,,,,
1623,Mateus Mane,pt POR,MF,Wolves,eng Premier League,17.0,2007,27,19,1795,19.9,3,1,4,3,0,0,0,0,0.20,41,17,41.5,2.06,0.85,0.07,0.18,0,0,94,13,5,47,0,0,0,26,0,,,,,,,,,,,,,,
1624,Orel Mangala,be BEL,MF,Lyon,fr Ligue 1,27.0,1998,9,5,414,4.6,0,0,0,0,0,0,0,0,0.00,4,1,25.0,0.87,0.22,0.00,0.00,0,0,3,5,5,5,0,0,0,8,0,,,,,,,,,,,,,,
1625,Bendito Mantato,eng ENG,MF,Manchester Utd,eng Premier League,17.0,2008,1,0,16,0.2,0,0,0,0,0,0,0,0,0.00,0,0,,0.00,0.00,,,0,0,1,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
1626,Brad Mantsounga,cg CGO,DF,Nice,fr Ligue 1,17.0,2007,1,1,90,1.0,0,0,0,0,0,0,0,0,0.00,0,0,,0.00,0.00,,,0,0,0,3,0,2,0,0,0,0,0,,,,,,,,,,,,,,
1627,Johan Manzambi,ch SUI,MF,Freiburg,de Bundesliga,19.0,2005,27,26,2077,23.1,5,4,9,5,0,0,4,2,0.39,51,13,25.5,2.21,0.56,0.10,0.38,0,0,35,14,27,78,4,2,0,22,0,,,,,,,,,,,,,,
1628,Sekou Mara,fr FRA,FW,Auxerre,fr Ligue 1,23.0,2002,27,14,1226,13.6,3,2,5,3,0,0,0,0,0.37,33,12,36.4,2.42,0.88,0.09,0.25,0,0,0,7,3,27,0,0,0,27,0,,,,,,,,,,,,,,
1629,Alessandro Marcandalli,it ITA,DF,Genoa,it Serie A,22.0,2002,32,29,2597,28.9,0,2,2,0,0,0,4,0,0.07,5,2,40.0,0.17,0.07,0.00,0.00,0,0,10,24,18,11,4,0,0,23,0,,,,,,,,,,,,,,
1630,Marcão,br BRA,DF,Sevilla,es La Liga,29.0,1996,13,11,938,10.4,1,0,1,1,0,0,5,1,0.10,10,2,20.0,0.96,0.19,0.10,0.50,0,0,1,4,4,21,5,1,1,22,0,,,,,,,,,,,,,,
1631,Solly March,eng ENG,MF,Brighton,eng Premier League,31.0,1994,4,0,41,0.5,0,0,0,0,0,0,0,0,0.00,1,1,100.0,2.20,2.20,0.00,0.00,0,0,4,2,0,1,0,0,0,0,0,,,,,,,,,,,,,,
1632,Vincent Marchetti,fr FRA,MF,Paris FC,fr Ligue 1,28.0,1997,23,9,825,9.2,2,1,3,2,0,0,1,0,0.33,24,7,29.2,2.62,0.76,0.08,0.29,0,0,1,13,5,4,1,0,0,12,0,,,,,,,,,,,,,,
1633,Pablo Marí,es ESP,DF,Fiorentina,it Serie A,31.0,1993,11,9,808,9.0,0,0,0,0,0,0,3,0,0.00,2,0,0.0,0.22,0.00,0.00,,0,0,0,8,19,8,3,0,0,17,0,,,,,,,,,,,,,,
1634,José María Giménez,uy URU,DF,Atlético Madrid,es La Liga,30.0,1995,16,13,1178,13.1,0,1,1,0,0,0,3,0,0.08,13,3,23.1,0.99,0.23,0.00,0.00,0,0,0,12,15,10,3,0,0,20,0,,,,,,,,,,,,,,
1635,Mariano,do DOM,FW,Alavés,es La Liga,31.0,1993,10,3,288,3.2,0,0,0,0,0,0,1,0,0.00,6,3,50.0,1.87,0.94,0.00,0.00,0,0,3,1,0,0,1,0,0,13,0,,,,,,,,,,,,,,
1636,Luca Marianucci,it ITA,DF,Torino,it Serie A,21.0,2004,10,6,575,6.4,0,0,0,0,0,0,2,0,0.00,1,0,0.0,0.16,0.00,0.00,,0,0,7,5,8,3,2,0,0,9,0,,,,,,,,,,,,,,
1637,Luca Marianucci,it ITA,DF,Napoli,it Serie A,21.0,2004,2,1,119,1.3,0,1,1,0,0,0,0,0,0.76,1,0,0.0,0.76,0.00,0.00,,0,0,2,2,1,0,0,0,0,2,0,,,,,,,,,,,,,,
1638,Arkaitz Mariezkurrena,es ESP,FW,Real Sociedad,es La Liga,20.0,2005,1,0,1,0.0,0,0,0,0,0,0,0,0,0.00,0,0,,0.00,0.00,,,0,0,0,0,0,0,0,0,0,2,0,,,,,,,,,,,,,,
1639,Marius Marin,ro ROU,MF,Pisa,it Serie A,26.0,1998,23,18,1281,14.2,0,0,0,0,0,0,7,0,0.00,3,0,0.0,0.21,0.00,0.00,,0,0,18,26,14,20,7,0,0,36,0,,,,,,,,,,,,,,
1640,Pablo Marín,es ESP,MF,Real Sociedad,es La Liga,22.0,2003,34,15,1502,16.7,0,1,1,0,0,0,2,0,0.06,13,4,30.8,0.78,0.24,0.00,0.00,0,0,17,18,9,23,2,0,0,22,0,,,,,,,,,,,,,,
1641,Rafa Marín,es ESP,DF,Villarreal,es La Liga,23.0,2002,23,21,1979,22.0,1,0,1,1,0,0,1,0,0.05,5,1,20.0,0.23,0.05,0.20,1.00,0,0,0,22,20,8,1,0,0,16,1,,,,,,,,,,,,,,
1642,Renato Marin,it ITA,GK,Paris Saint-Germain,fr Ligue 1,19.0,2006,2,2,180,2.0,0,0,0,0,0,0,0,0,0.00,0,0,,0.00,0.00,,,0,0,0,0,0,1,0,0,0,0,0,2,1.00,5,3,60.0,1,1,0,1,50.0,0,0,0,0
1643,João Mário Lopes,pt POR,"DF,MF",Bologna,it Serie A,25.0,2000,10,10,735,8.2,1,0,1,1,0,0,1,0,0.12,4,2,50.0,0.49,0.24,0.25,0.50,0,0,15,4,10,21,1,0,0,5,0,,,,,,,,,,,,,,
1644,João Mário Lopes,pt POR,MF,Juventus,it Serie A,25.0,2000,10,2,258,2.9,0,0,0,0,0,0,1,0,0.00,3,0,0.0,1.05,0.00,0.00,,0,0,5,3,3,10,1,0,0,5,0,,,,,,,,,,,,,,
1645,Guillermo Maripán,cl CHI,DF,Torino,it Serie A,31.0,1994,27,24,2145,23.8,2,0,2,2,0,0,4,0,0.08,18,8,44.4,0.76,0.34,0.11,0.25,0,0,3,28,27,7,4,0,0,27,0,,,,,,,,,,,,,,
1646,Omar Marmoush,eg EGY,"FW,MF",Manchester City,eng Premier League,26.0,1999,21,8,700,7.8,3,3,6,3,0,0,3,0,0.77,30,9,30.0,3.86,1.16,0.10,0.33,0,0,12,8,2,21,3,0,0,10,0,,,,,,,,,,,,,,
1647,Tomas Marques,es ESP,MF,Barcelona,es La Liga,18.0,2006,2,0,11,0.1,0,0,0,0,0,0,0,0,0.00,0,0,,0.00,0.00,,,0,0,0,0,0,0,0,0,0,1,0,,,,,,,,,,,,,,
1648,Marquinhos,br BRA,DF,Paris Saint-Germain,fr Ligue 1,31.0,1994,14,11,1052,11.7,0,0,0,0,0,0,0,0,0.00,3,0,0.0,0.26,0.00,0.00,,0,0,3,9,7,2,0,0,0,8,1,,,,,,,,,,,,,,
1649,Unai Marrero,es ESP,GK,Real Sociedad,es La Liga,23.0,2001,1,1,90,1.0,0,0,0,0,0,0,1,0,0.00,0,0,,0.00,0.00,,,0,0,0,0,0,0,1,0,0,0,0,1,1.00,8,7,87.5,0,1,0,0,0.0,0,0,0,0
1650,Callum Marshall,nir NIR,FW,West Ham United,eng Premier League,20.0,2004,2,0,60,0.7,0,0,0,0,0,0,0,0,0.00,1,0,0.0,1.50,0.00,0.00,,0,0,0,0,2,0,0,0,0,0,0,,,,,,,,,,,,,,
1651,Eric Martel,de GER,"MF,DF",Köln,de Bundesliga,23.0,2002,31,30,2559,28.4,2,2,4,2,0,0,12,1,0.14,23,4,17.4,0.81,0.14,0.09,0.50,0,0,11,32,35,51,12,1,1,42,0,,,,,,,,,,,,,,
1652,Aarón Martín,es ESP,"MF,DF",Genoa,it Serie A,28.0,1997,33,26,2156,24.0,1,5,6,1,0,1,2,0,0.25,11,4,36.4,0.46,0.17,0.09,0.25,0,1,194,28,10,27,2,0,0,31,0,,,,,,,,,,,,,,
1653,Carlos Martín,es ESP,"MF,FW",Rayo Vallecano,es La Liga,23.0,2002,11,7,450,5.0,0,0,0,0,0,0,1,0,0.00,9,4,44.4,1.80,0.80,0.00,0.00,0,0,8,7,0,5,1,0,0,11,0,,,,,,,,,,,,,,
1654,Gerard Martín,es ESP,DF,Barcelona,es La Liga,23.0,2002,32,26,2119,23.5,0,0,0,0,0,0,6,0,0.00,7,4,57.1,0.30,0.17,0.00,0.00,0,0,14,29,31,7,6,0,0,16,0,,,,,,,,,,,,,,
1655,Iván Martín,es ESP,MF,Girona,es La Liga,26.0,1999,35,29,2532,28.1,0,1,1,0,0,0,5,1,0.04,13,5,38.5,0.46,0.18,0.00,0.00,0,0,15,39,17,31,5,1,1,30,0,,,,,,,,,,,,,,
1656,Jon Martin,es ESP,DF,Real Sociedad,es La Liga,19.0,2006,25,25,2250,25.0,2,0,2,2,0,0,6,0,0.08,15,5,33.3,0.60,0.20,0.13,0.40,0,0,0,16,35,12,6,0,0,18,0,,,,,,,,,,,,,,
1657,Mario Martín,es ESP,"MF,FW",Getafe,es La Liga,21.0,2004,35,26,2125,23.6,2,1,3,2,0,0,11,0,0.13,26,6,23.1,1.10,0.25,0.08,0.33,0,0,13,32,16,34,11,0,0,71,0,,,,,,,,,,,,,,
1658,Gabriel Martinelli,br BRA,"FW,MF",Arsenal,eng Premier League,24.0,2001,30,11,1081,12.0,1,4,5,1,0,0,3,0,0.42,29,13,44.8,2.41,1.08,0.03,0.08,0,0,37,8,1,14,3,0,0,10,0,,,,,,,,,,,,,,
1659,Arnau Martinez,es ESP,"DF,MF",Girona,es La Liga,22.0,2003,35,33,2666,29.6,2,3,5,2,0,0,6,0,0.17,19,4,21.1,0.64,0.14,0.11,0.50,0,0,50,39,37,30,6,0,0,24,0,,,,,,,,,,,,,,
1660,Daniel Martinez,es ESP,DF,Atlético Madrid,es La Liga,21.0,2004,1,1,90,1.0,0,0,0,0,0,0,0,0,0.00,0,0,,0.00,0.00,,,0,0,1,0,1,0,0,0,0,1,0,,,,,,,,,,,,,,
1661,Emiliano Martínez,ar ARG,GK,Aston Villa,eng Premier League,32.0,1992,32,32,2835,31.5,0,1,1,0,0,0,2,0,0.03,0,0,,0.00,0.00,,,0,0,0,0,0,17,2,0,0,0,0,39,1.24,133,95,70.7,16,6,10,8,25.0,1,0,1,0
1662,Joaquín Martínez Gauna,es ESP,"MF,DF",Sevilla,es La Liga,22.0,2003,21,14,1408,15.6,2,3,5,2,0,0,1,0,0.32,17,8,47.1,1.09,0.51,0.12,0.25,0,0,88,20,8,16,1,0,0,12,0,,,,,,,,,,,,,,
1663,Josep Martinez,es ESP,GK,Inter,it Serie A,27.0,1998,5,5,450,5.0,0,0,0,0,0,0,0,0,0.00,0,0,,0.00,0.00,,,0,0,0,0,0,0,0,0,0,0,0,4,0.80,14,10,71.4,4,1,0,3,60.0,0,0,0,0
1664,Lautaro Martínez,ar ARG,FW,Inter,it Serie A,27.0,1997,30,27,2159,24.0,17,6,23,17,0,0,4,0,0.96,92,39,42.4,3.84,1.63,0.18,0.44,0,0,17,13,6,47,4,0,0,47,0,,,,,,,,,,,,,,
1665,Lisandro Martínez,ar ARG,DF,Manchester Utd,eng Premier League,27.0,1998,18,13,1233,13.7,0,0,0,0,0,0,0,1,0.00,5,0,0.0,0.36,0.00,0.00,,0,0,2,11,12,2,0,1,0,9,1,,,,,,,,,,,,,,
1666,Pablo Martínez,es ESP,MF,Levante,es La Liga,27.0,1998,27,21,1857,20.6,1,5,6,1,0,0,3,0,0.29,28,4,14.3,1.36,0.19,0.04,0.25,0,0,87,10,19,12,3,0,0,30,0,,,,,,,,,,,,,,
1667,Ramón Martínez,es ESP,DF,Sevilla,es La Liga,22.0,2002,2,0,102,1.1,0,0,0,0,0,0,0,0,0.00,0,0,,0.00,0.00,,,0,0,0,0,1,1,0,0,0,1,0,,,,,,,,,,,,,,
1668,Toni Martínez,es ESP,FW,Alavés,es La Liga,28.0,1997,37,32,2714,30.2,14,3,17,13,1,1,2,0,0.53,93,36,38.7,3.08,1.19,0.14,0.36,1,1,14,15,4,37,2,0,0,46,0,,,,,,,,,,,,,,
1669,Adam Marušić,me MNE,DF,Lazio,it Serie A,32.0,1992,33,32,2778,30.9,1,2,3,1,0,0,1,1,0.10,16,7,43.8,0.52,0.23,0.06,0.14,0,0,35,16,33,18,1,1,0,22,0,,,,,,,,,,,,,,
1670,Omar Mascarell,gq EQG,"MF,DF",Mallorca,es La Liga,32.0,1993,30,26,2239,24.9,2,2,4,2,0,0,5,0,0.16,7,3,42.9,0.28,0.12,0.29,0.67,0,0,6,28,35,14,5,0,0,38,0,,,,,,,,,,,,,,
1671,Adam Masina,ma MAR,DF,Torino,it Serie A,31.0,1994,5,2,235,2.6,0,1,1,0,0,0,0,0,0.38,0,0,,0.00,0.00,,,0,0,0,4,5,2,0,0,0,6,0,,,,,,,,,,,,,,
1672,Patrizio Masini,it ITA,MF,Genoa,it Serie A,24.0,2001,28,13,1413,15.7,0,1,1,0,0,0,5,0,0.06,18,5,27.8,1.15,0.32,0.00,0.00,0,0,14,39,26,45,5,0,0,39,0,,,,,,,,,,,,,,
1673,Han-Noah Massengo,fr FRA,MF,Augsburg,de Bundesliga,24.0,2001,33,29,2427,27.0,2,1,3,2,0,0,5,0,0.11,20,6,30.0,0.74,0.22,0.10,0.33,0,0,17,18,36,23,5,0,0,25,0,,,,,,,,,,,,,,
1674,Franco Mastantuono,ar ARG,"MF,FW",Real Madrid,es La Liga,17.0,2007,23,11,1037,11.5,1,0,1,1,0,0,5,1,0.09,30,7,23.3,2.60,0.61,0.03,0.14,0,0,31,12,3,30,5,1,0,18,0,,,,,,,,,,,,,,
1675,Arthur Masuaku,cd COD,DF,Sunderland,eng Premier League,31.0,1993,3,2,126,1.4,0,0,0,0,0,0,1,0,0.00,1,0,0.0,0.71,0.00,0.00,,0,0,8,2,2,0,1,0,0,3,0,,,,,,,,,,,,,,
1676,Arthur Masuaku,cd COD,"DF,MF",Lens,fr Ligue 1,31.0,1993,4,3,227,2.5,0,0,0,0,0,0,1,0,0.00,1,1,100.0,0.40,0.40,0.00,0.00,0,0,7,3,1,1,1,0,0,2,0,,,,,,,,,,,,,,
1677,Clinton Mata,ao ANG,DF,Lyon,fr Ligue 1,32.0,1992,32,32,2833,31.5,0,0,0,0,0,0,5,0,0.00,5,0,0.0,0.16,0.00,0.00,,0,0,20,21,26,35,5,0,0,35,1,,,,,,,,,,,,,,
1678,Igor Matanovic,hr CRO,FW,Freiburg,de Bundesliga,22.0,2003,31,14,1571,17.5,11,2,13,10,1,2,0,0,0.69,51,19,37.3,2.92,1.09,0.20,0.53,1,2,0,11,9,22,0,0,0,42,0,,,,,,,,,,,,,,
1679,Pape Matar Sarr,sn SEN,MF,Tottenham Hotspur,eng Premier League,22.0,2002,26,13,1397,15.5,2,4,6,2,0,0,3,0,0.39,17,6,35.3,1.10,0.39,0.12,0.33,0,0,8,21,14,13,3,0,0,29,0,,,,,,,,,,,,,,
1680,Jean-Philippe Mateta,fr FRA,FW,Crystal Palace,eng Premier League,28.0,1997,32,25,2218,24.6,12,0,12,8,4,4,2,0,0.32,63,32,50.8,2.56,1.30,0.13,0.25,4,4,11,4,6,19,2,0,0,21,0,,,,,,,,,,,,,,
1681,Nemanja Matić,rs SRB,MF,Sassuolo,it Serie A,36.0,1988,34,31,2660,29.6,1,1,2,1,0,0,7,1,0.07,11,4,36.4,0.37,0.14,0.09,0.25,0,0,11,28,27,39,7,1,0,24,0,,,,,,,,,,,,,,
1682,Rudy Matondo,fr FRA,MF,Paris FC,fr Ligue 1,17.0,2008,11,8,743,8.3,2,0,2,2,0,0,1,1,0.24,9,5,55.6,1.09,0.61,0.22,0.40,0,0,8,14,5,14,1,1,0,15,0,,,,,,,,,,,,,,
1683,Rudy Matondo,fr FRA,MF,Auxerre,fr Ligue 1,17.0,2008,16,6,614,6.8,0,0,0,0,0,0,3,0,0.00,4,0,0.0,0.59,0.00,0.00,,0,0,5,7,7,9,3,0,0,12,0,,,,,,,,,,,,,,
1684,Chrislain Matsima,fr FRA,DF,Augsburg,de Bundesliga,23.0,2002,18,17,1489,16.5,1,1,2,1,0,0,5,0,0.12,7,1,14.3,0.42,0.06,0.14,1.00,0,0,4,11,30,4,5,0,0,10,0,,,,,,,,,,,,,,
1685,Jean Mattéo Bahoya,fr FRA,"MF,FW",Eintracht Frankfurt,de Bundesliga,20.0,2005,27,15,1331,14.8,3,4,7,3,0,0,2,0,0.47,29,9,31.0,1.96,0.61,0.10,0.33,0,0,33,14,12,22,2,0,0,13,0,,,,,,,,,,,,,,
1686,Alan Matturro,uy URU,DF,Levante,es La Liga,20.0,2004,19,10,947,10.5,1,1,2,1,0,0,0,1,0.19,8,1,12.5,0.76,0.10,0.13,1.00,0,0,0,13,6,10,0,1,0,7,0,,,,,,,,,,,,,,
1687,Neal Maupay,fr FRA,"FW,MF",Marseille,fr Ligue 1,28.0,1996,1,0,2,0.0,0,0,0,0,0,0,0,0,0.00,0,0,,0.00,0.00,,,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
1688,Neal Maupay,fr FRA,FW,Sevilla,es La Liga,28.0,1996,12,10,865,9.6,2,1,3,2,0,0,2,0,0.31,17,7,41.2,1.77,0.73,0.12,0.29,0,0,4,1,1,16,2,0,0,15,0,,,,,,,,,,,,,,
1689,Konstantinos Mavropanos,gr GRE,DF,West Ham United,eng Premier League,27.0,1997,31,27,2534,28.2,3,0,3,3,0,0,2,0,0.11,23,8,34.8,0.82,0.28,0.13,0.38,0,0,4,24,47,9,2,0,0,16,2,,,,,,,,,,,,,,
1690,Christian Mawissa,fr FRA,"DF,MF",Monaco,fr Ligue 1,20.0,2005,18,13,1191,13.2,0,0,0,0,0,0,4,0,0.00,2,1,50.0,0.15,0.08,0.00,0.00,0,0,5,25,15,12,4,0,0,12,0,,,,,,,,,,,,,,
1691,Eliezer Mayenda,es ESP,"FW,MF",Sunderland,eng Premier League,20.0,2005,20,8,759,8.4,2,0,2,2,0,0,0,0,0.24,13,6,46.2,1.54,0.71,0.15,0.33,0,0,1,3,1,11,0,0,0,6,0,,,,,,,,,,,,,,
1692,Ezra Mayers,bb BRB,DF,West Ham United,eng Premier League,18.0,2007,6,0,117,1.3,0,0,0,0,0,0,0,0,0.00,1,0,0.0,0.77,0.00,0.00,,0,0,3,0,1,0,0,0,0,0,0,,,,,,,,,,,,,,
1693,Borja Mayoral,es ESP,FW,Getafe,es La Liga,28.0,1997,16,12,1058,11.8,4,1,5,4,0,1,0,0,0.43,15,7,46.7,1.28,0.60,0.27,0.57,0,1,6,5,4,7,0,0,0,6,0,,,,,,,,,,,,,,
1694,Senny Mayulu,fr FRA,"MF,FW",Paris Saint-Germain,fr Ligue 1,19.0,2006,26,21,1672,18.6,4,4,8,4,0,0,2,0,0.43,35,11,31.4,1.88,0.59,0.11,0.36,0,0,27,31,12,20,2,0,0,24,0,,,,,,,,,,,,,,
1695,Ibrahim Maza,dz ALG,MF,Leverkusen,de Bundesliga,19.0,2005,28,20,1849,20.5,3,4,7,3,0,0,2,0,0.34,54,17,31.5,2.63,0.83,0.06,0.18,0,0,64,24,16,36,2,0,0,19,0,,,,,,,,,,,,,,
1696,Noussair Mazraoui,ma MAR,"DF,MF",Manchester Utd,eng Premier League,27.0,1997,20,11,985,10.9,0,0,0,0,0,0,3,0,0.00,5,0,0.0,0.46,0.00,0.00,,0,0,13,15,11,14,3,0,0,12,0,,,,,,,,,,,,,,
1697,Luca Mazzitelli,it ITA,MF,Cagliari,it Serie A,29.0,1995,18,9,767,8.5,2,2,4,2,0,0,3,0,0.47,15,5,33.3,1.76,0.59,0.13,0.40,0,0,9,11,10,13,3,0,0,22,0,,,,,,,,,,,,,,
1698,Pasquale Mazzocchi,it ITA,MF,Napoli,it Serie A,30.0,1995,16,2,310,3.4,0,1,1,0,0,0,0,1,0.29,2,1,50.0,0.58,0.29,0.00,0.00,0,0,15,1,4,0,0,1,0,1,0,,,,,,,,,,,,,,
